date,state,sales
2022-06-12,Illinois,329303480
2022-06-19,Illinois,332607271
2022-06-26,Illinois,329321501
2022-07-03,Illinois,351403843
2022-07-10,Illinois,325136997
2022-07-17,Illinois,322944142
2022-07-24,Illinois,326426322
2022-07-31,Illinois,330043855
2022-08-07,Illinois,331640631
2022-08-14,Illinois,326737720
2022-08-21,Illinois,329101262
2022-08-28,Illinois,331581767
2022-09-04,Illinois,329332330
2022-09-11,Illinois,320151749
2022-09-18,Illinois,315605854
2022-09-25,Illinois,307020258
2022-10-02,Illinois,312342154
2022-10-09,Illinois,311670696
2022-10-16,Illinois,300046468
2022-10-23,Illinois,296777577
2022-10-30,Illinois,299171322
2022-11-06,Illinois,297530775
2022-11-13,Illinois,301720764
2022-11-20,Illinois,304754900
2022-11-27,Illinois,297964400
2022-12-04,Illinois,292748360
2022-12-11,Illinois,303436767
2022-12-18,Illinois,314639056
2022-12-25,Illinois,315346157
2023-01-01,Illinois,288821985
2023-01-08,Illinois,282394916
2023-01-15,Illinois,288290274
2023-01-22,Illinois,280675073
2023-01-29,Illinois,289687954
2023-02-05,Illinois,291522543
2023-02-12,Illinois,304521956
2023-02-19,Illinois,287407472
2023-02-26,Illinois,296223461
2023-03-05,Illinois,315399969
2023-03-12,Illinois,345355526
2023-03-19,Illinois,324581348
2023-03-26,Illinois,286576558
2023-04-02,Illinois,300303597
2023-04-09,Illinois,324769883
2023-04-16,Illinois,320376885
2023-04-23,Illinois,309761429
2023-04-30,Illinois,317674936
2023-05-07,Illinois,327722103
2019-10-06,Indiana,127850725
2019-10-13,Indiana,124695383
2019-10-20,Indiana,119459991
2019-10-27,Indiana,117871951
2019-11-03,Indiana,117416242
2019-11-10,Indiana,116620226
2019-11-17,Indiana,118206970
2019-11-24,Indiana,122410437
2019-12-01,Indiana,117489219
2019-12-08,Indiana,116356931
2019-12-15,Indiana,120252021
2019-12-22,Indiana,128150634
2019-12-29,Indiana,119937601
2020-01-05,Indiana,115775164
2020-01-12,Indiana,116809953
2020-01-19,Indiana,118935094
2020-01-26,Indiana,111034723
2020-02-02,Indiana,116658532
2020-02-09,Indiana,115649156
2020-02-16,Indiana,115526771
2020-02-23,Indiana,117564245
2020-03-01,Indiana,122128860
2020-03-08,Indiana,124331397
2020-03-15,Indiana,139416011
2020-03-22,Indiana,138751371
2020-03-29,Indiana,117694236
2020-04-05,Indiana,121100727
2020-04-12,Indiana,127886318
2020-04-19,Indiana,127241009
2020-04-26,Indiana,126769643
2020-05-03,Indiana,131456101
2020-05-10,Indiana,134548294
2020-05-17,Indiana,134296408
2020-05-24,Indiana,143051261
2020-05-31,Indiana,138437086
2020-06-07,Indiana,144255565
2020-06-14,Indiana,143814236
2020-06-21,Indiana,143264040
2020-06-28,Indiana,146009547
2020-07-05,Indiana,157947108
2020-07-12,Indiana,143800891
2020-07-19,Indiana,146675199
2020-07-26,Indiana,140947398
2020-08-02,Indiana,140146752
2020-08-09,Indiana,141463339
2020-08-16,Indiana,142549613
2020-08-23,Indiana,140948983
2020-08-30,Indiana,141686411
2020-09-06,Indiana,138670536
2020-09-13,Indiana,136944933
2020-09-20,Indiana,136103330
2020-09-27,Indiana,134674309
2020-10-04,Indiana,132507588
2020-10-11,Indiana,131283884
2020-10-18,Indiana,129107106
2020-10-25,Indiana,127075613
2020-11-01,Indiana,126201511
2020-11-08,Indiana,128086368
2020-11-15,Indiana,130455323
2020-11-22,Indiana,133432690
2020-11-29,Indiana,128159889
2020-12-06,Indiana,122077377
2020-12-13,Indiana,128019493
2020-12-20,Indiana,133118911
2020-12-27,Indiana,130197786
2021-01-03,Indiana,124091850
2021-01-10,Indiana,123636113
2021-01-17,Indiana,128577177
2021-01-24,Indiana,124676972
2021-01-31,Indiana,127354831
2021-02-07,Indiana,125502845
2021-02-14,Indiana,125762667
2021-02-21,Indiana,124536407
2021-02-28,Indiana,129668750
2021-03-07,Indiana,134629998
2021-03-14,Indiana,150372215
2021-03-21,Indiana,150386321
2021-03-28,Indiana,130329188
2021-04-04,Indiana,135173535
2021-04-11,Indiana,136162877
2021-04-18,Indiana,135305521
2021-04-25,Indiana,138778033
2021-05-02,Indiana,143657224
2021-05-09,Indiana,143864880
2021-05-16,Indiana,143572669
2021-05-23,Indiana,152381777
2021-05-30,Indiana,156489210
2021-06-06,Indiana,152115833
2021-06-13,Indiana,157382641
2021-06-20,Indiana,160605817
2021-06-27,Indiana,151626564
2021-07-04,Indiana,166676546
2021-07-11,Indiana,153095084
2021-07-18,Indiana,152121652
2021-07-25,Indiana,154413738
2021-08-01,Indiana,151862964
2021-08-08,Indiana,150564393
2021-08-15,Indiana,155768675
2021-08-22,Indiana,155327368
2021-08-29,Indiana,157342317
2021-09-05,Indiana,153501543
2021-09-12,Indiana,146855493
2021-09-19,Indiana,148392708
2021-09-26,Indiana,144973769
2021-10-03,Indiana,205571442
2021-10-10,Indiana,204222463
2021-10-17,Indiana,201261578
2021-10-24,Indiana,198294087
2021-10-31,Indiana,194870633
2021-11-07,Indiana,195899422
2021-11-14,Indiana,201623508
2021-11-21,Indiana,205513525
2021-11-28,Indiana,192477586
2021-12-05,Indiana,189111354
2021-12-12,Indiana,198276752
2021-12-19,Indiana,208021927
2021-12-26,Indiana,202810432
2022-01-02,Indiana,190740274
2022-01-09,Indiana,190489567
2022-01-16,Indiana,200986654
2022-01-23,Indiana,190665257
2022-01-30,Indiana,194169760
2022-02-06,Indiana,194929081
2022-02-13,Indiana,195285776
2022-02-20,Indiana,191968142
2022-02-27,Indiana,200298365
2022-03-06,Indiana,202181303
2022-03-13,Indiana,205372538
2022-03-20,Indiana,205327214
2022-03-27,Indiana,201956399
2022-04-03,Indiana,206089832
2022-04-10,Indiana,208023752
2022-04-17,Indiana,215450721
2022-04-24,Indiana,205818236
2022-05-01,Indiana,212444441
2022-05-08,Indiana,213902089
2022-05-15,Indiana,222954021
2022-05-22,Indiana,231422188
2022-05-29,Indiana,231492773
2022-06-05,Indiana,223844828
2022-06-12,Indiana,224741381
2022-06-19,Indiana,232822647
2022-06-26,Indiana,231333341
2022-07-03,Indiana,245802193
2022-07-10,Indiana,225822175
2022-07-17,Indiana,226763655
2022-07-24,Indiana,230490077
2022-07-31,Indiana,228600502
2022-08-07,Indiana,233222693
2022-08-14,Indiana,231687005
2022-08-21,Indiana,232468230
2022-08-28,Indiana,233265352
2022-09-04,Indiana,231355927
2022-09-11,Indiana,225562302
2022-09-18,Indiana,226801841
2022-09-25,Indiana,220893361
2022-10-02,Indiana,219252982
2022-10-09,Indiana,216869531
2022-10-16,Indiana,213503257
2022-10-23,Indiana,209982292
2022-10-30,Indiana,208293556
2022-11-06,Indiana,207047247
2022-11-13,Indiana,212211042
2022-11-20,Indiana,214986854
2022-11-27,Indiana,213289682
2022-12-04,Indiana,200675535
2022-12-11,Indiana,209083531
2022-12-18,Indiana,218718280
2022-12-25,Indiana,229211987
2023-01-01,Indiana,198002149
2023-01-08,Indiana,196394618
2023-01-15,Indiana,204160488
2023-01-22,Indiana,202091664
2023-01-29,Indiana,201375177
2023-02-05,Indiana,206145477
2023-02-12,Indiana,210189134
2023-02-19,Indiana,207748355
2023-02-26,Indiana,210958999
2023-03-05,Indiana,218242635
2023-03-12,Indiana,233961027
2023-03-19,Indiana,231016339
2023-03-26,Indiana,207930971
2023-04-02,Indiana,209455408
2023-04-09,Indiana,223116175
2023-04-16,Indiana,225317024
2023-04-23,Indiana,224558086
2023-04-30,Indiana,227926725
2023-05-07,Indiana,232091906
2019-10-06,Iowa,63444415
2019-10-13,Iowa,63034590
2019-10-20,Iowa,62527284
2019-10-27,Iowa,63267657
2019-11-03,Iowa,62361904
2019-11-10,Iowa,62117990
2019-11-17,Iowa,64211461
2019-11-24,Iowa,62835744
2019-12-01,Iowa,60702758
2019-12-08,Iowa,63074140
2019-12-15,Iowa,63146272
2019-12-22,Iowa,67258273
2019-12-29,Iowa,59575156
2020-01-05,Iowa,59067696
2020-01-12,Iowa,60918899
2020-01-19,Iowa,59727420
2020-01-26,Iowa,58551029
2020-02-02,Iowa,60863495
2020-02-09,Iowa,59036831
2020-02-16,Iowa,60434569
2020-02-23,Iowa,60677984
2020-03-01,Iowa,64202566
2020-03-08,Iowa,65961485
2020-03-15,Iowa,72534465
2020-03-22,Iowa,69277942
2020-03-29,Iowa,62548451
2020-04-05,Iowa,66389957
2020-04-12,Iowa,66163154
2020-04-19,Iowa,67003318
2020-04-26,Iowa,67021799
2020-05-03,Iowa,71602720
2020-05-10,Iowa,70346550
2020-05-17,Iowa,70218530
2020-05-24,Iowa,72411482
2020-05-31,Iowa,69696599
2020-06-07,Iowa,79630034
2020-06-14,Iowa,75197006
2020-06-21,Iowa,72152021
2020-06-28,Iowa,77381431
2020-07-05,Iowa,80322689
2020-07-12,Iowa,76363182
2020-07-19,Iowa,76522154
2020-07-26,Iowa,72772273
2020-08-02,Iowa,75647606
2020-08-09,Iowa,74943873
2020-08-16,Iowa,73974142
2020-08-23,Iowa,73771597
2020-08-30,Iowa,73745120
2020-09-06,Iowa,72476738
2020-09-13,Iowa,67693988
2020-09-20,Iowa,68574622
2020-09-27,Iowa,67464351
2020-10-04,Iowa,67069562
2020-10-11,Iowa,68954557
2020-10-18,Iowa,66751333
2020-10-25,Iowa,64181269
2020-11-01,Iowa,65694281
2020-11-08,Iowa,67146619
2020-11-15,Iowa,65557144
2020-11-22,Iowa,67064477
2020-11-29,Iowa,61554063
2020-12-06,Iowa,65202298
2020-12-13,Iowa,64664951
2020-12-20,Iowa,67615055
2020-12-27,Iowa,62352024
2021-01-03,Iowa,61085596
2021-01-10,Iowa,63759010
2021-01-17,Iowa,61756295
2021-01-24,Iowa,63355696
2021-01-31,Iowa,64409990
2021-02-07,Iowa,64829760
2021-02-14,Iowa,63001780
2021-02-21,Iowa,64439883
2021-02-28,Iowa,67613100
2021-03-07,Iowa,70225990
2021-03-14,Iowa,76630967
2021-03-21,Iowa,73557244
2021-03-28,Iowa,65324667
2021-04-04,Iowa,73011510
2021-04-11,Iowa,70719000
2021-04-18,Iowa,70207099
2021-04-25,Iowa,73279235
2021-05-02,Iowa,79067028
2021-05-09,Iowa,76275585
2021-05-16,Iowa,75215701
2021-05-23,Iowa,76143300
2021-05-30,Iowa,77550280
2021-06-06,Iowa,84625327
2021-06-13,Iowa,84954704
2021-06-20,Iowa,81627169
2021-06-27,Iowa,78577608
2021-07-04,Iowa,86352759
2021-07-11,Iowa,79246251
2021-07-18,Iowa,79597243
2021-07-25,Iowa,81060402
2021-08-01,Iowa,79648389
2021-08-08,Iowa,80043512
2021-08-15,Iowa,82384685
2021-08-22,Iowa,81136830
2021-08-29,Iowa,79453066
2021-09-05,Iowa,79767883
2021-09-12,Iowa,73285694
2021-09-19,Iowa,75359497
2021-09-26,Iowa,74902560
2021-10-03,Iowa,107123241
2021-10-10,Iowa,106932039
2021-10-17,Iowa,103822589
2021-10-24,Iowa,101866411
2021-10-31,Iowa,100572084
2021-11-07,Iowa,103094970
2021-11-14,Iowa,103832897
2021-11-21,Iowa,102844373
2021-11-28,Iowa,96761843
2021-12-05,Iowa,102169961
2021-12-12,Iowa,102182784
2021-12-19,Iowa,105762342
2021-12-26,Iowa,100465037
2022-01-02,Iowa,95784306
2022-01-09,Iowa,97403752
2022-01-16,Iowa,99577445
2022-01-23,Iowa,97405833
2022-01-30,Iowa,98044270
2022-02-06,Iowa,98650651
2022-02-13,Iowa,99808344
2022-02-20,Iowa,99853709
2022-02-27,Iowa,102026030
2022-03-06,Iowa,106337264
2022-03-13,Iowa,106060560
2022-03-20,Iowa,107590345
2022-03-27,Iowa,105383641
2022-04-03,Iowa,111445944
2022-04-10,Iowa,111233416
2022-04-17,Iowa,114022027
2022-04-24,Iowa,107798902
2022-05-01,Iowa,114451834
2022-05-08,Iowa,113497323
2022-05-15,Iowa,120045447
2022-05-22,Iowa,116091521
2022-05-29,Iowa,116918119
2022-06-05,Iowa,122942227
2022-06-12,Iowa,123855971
2022-06-19,Iowa,121225511
2022-06-26,Iowa,123142814
2022-07-03,Iowa,127666471
2022-07-10,Iowa,118292839
2022-07-17,Iowa,120250571
2022-07-24,Iowa,121581654
2022-07-31,Iowa,118833542
2022-08-07,Iowa,121017679
2022-08-14,Iowa,118799397
2022-08-21,Iowa,117909148
2022-08-28,Iowa,116479097
2022-09-04,Iowa,118474984
2022-09-11,Iowa,114040881
2022-09-18,Iowa,114396176
2022-09-25,Iowa,111609040
2022-10-02,Iowa,112398449
2022-10-09,Iowa,113810898
2022-10-16,Iowa,110027794
2022-10-23,Iowa,109087987
2022-10-30,Iowa,107437128
2022-11-06,Iowa,108982306
2022-11-13,Iowa,108897484
2022-11-20,Iowa,111104860
2022-11-27,Iowa,106727485
2022-12-04,Iowa,107410636
2022-12-11,Iowa,109326075
2022-12-18,Iowa,113552627
2022-12-25,Iowa,109408805
2023-01-01,Iowa,103388682
2023-01-08,Iowa,102855771
2023-01-15,Iowa,104857393
2023-01-22,Iowa,102454897
2023-01-29,Iowa,103796979
2023-02-05,Iowa,107185445
2023-02-12,Iowa,111245455
2023-02-19,Iowa,105959999
2023-02-26,Iowa,106334891
2023-03-05,Iowa,114188857
2023-03-12,Iowa,118082890
2023-03-19,Iowa,115425746
2023-03-26,Iowa,107398798
2023-04-02,Iowa,114064233
2023-04-09,Iowa,118362929
2023-04-16,Iowa,117667202
2023-04-23,Iowa,116093179
2023-04-30,Iowa,120826306
2023-05-07,Iowa,123791461
2019-10-06,Kansas,50331959
2019-10-13,Kansas,48317065
2019-10-20,Kansas,48601948
2019-10-27,Kansas,48102110
2019-11-03,Kansas,47489199
2019-11-10,Kansas,48524050
2019-11-17,Kansas,48710294
2019-11-24,Kansas,50469567
2019-12-01,Kansas,48255943
2019-12-08,Kansas,48371114
2019-12-15,Kansas,49474512
2019-12-22,Kansas,52416567
2019-12-29,Kansas,48921431
2020-01-05,Kansas,47926649
2020-01-12,Kansas,47874480
2020-01-19,Kansas,45970258
2020-01-26,Kansas,45578142
2020-02-02,Kansas,48454430
2020-02-09,Kansas,46767766
2020-02-16,Kansas,46986707
2020-02-23,Kansas,47027994
2020-03-01,Kansas,49739279
2020-03-08,Kansas,50679734
2020-03-15,Kansas,56199276
2020-03-22,Kansas,56741186
2020-03-29,Kansas,49573935
2020-04-05,Kansas,51139583
2020-04-12,Kansas,53992655
2020-04-19,Kansas,53915809
2020-04-26,Kansas,53151527
2020-05-03,Kansas,55107460
2020-05-10,Kansas,54867045
2020-05-17,Kansas,55211390
2020-05-24,Kansas,55036532
2020-05-31,Kansas,54431344
2020-06-07,Kansas,60420222
2020-06-14,Kansas,58714696
2020-06-21,Kansas,57777801
2020-06-28,Kansas,59540738
2020-07-05,Kansas,62341967
2020-07-12,Kansas,57070126
2020-07-19,Kansas,57934642
2020-07-26,Kansas,55812175
2020-08-02,Kansas,55336553
2020-08-09,Kansas,56686281
2020-08-16,Kansas,56533008
2020-08-23,Kansas,54631653
2020-08-30,Kansas,54662599
2020-09-06,Kansas,56449771
2020-09-13,Kansas,53396659
2020-09-20,Kansas,53610089
2020-09-27,Kansas,52805521
2020-10-04,Kansas,52679711
2020-10-11,Kansas,53467896
2020-10-18,Kansas,52216444
2020-10-25,Kansas,50123548
2020-11-01,Kansas,49731547
2020-11-08,Kansas,52059074
2020-11-15,Kansas,50940709
2020-11-22,Kansas,52763618
2020-11-29,Kansas,51187350
2020-12-06,Kansas,50030283
2020-12-13,Kansas,51776970
2020-12-20,Kansas,52936446
2020-12-27,Kansas,52101711
2021-01-03,Kansas,50868820
2021-01-10,Kansas,50589576
2021-01-17,Kansas,49405363
2021-01-24,Kansas,49264081
2021-01-31,Kansas,50249197
2021-02-07,Kansas,51903922
2021-02-14,Kansas,49473049
2021-02-21,Kansas,48029085
2021-02-28,Kansas,52003516
2021-03-07,Kansas,54781179
2021-03-14,Kansas,59343851
2021-03-21,Kansas,59205729
2021-03-28,Kansas,52129782
2021-04-04,Kansas,55653199
2021-04-11,Kansas,56348860
2021-04-18,Kansas,54961229
2021-04-25,Kansas,56106391
2021-05-02,Kansas,59355868
2021-05-09,Kansas,58628492
2021-05-16,Kansas,56506821
2021-05-23,Kansas,58120185
2021-05-30,Kansas,58608591
2021-06-06,Kansas,62516133
2021-06-13,Kansas,63747306
2021-06-20,Kansas,64694666
2021-06-27,Kansas,61546477
2021-07-04,Kansas,65793576
2021-07-11,Kansas,61453800
2021-07-18,Kansas,60484849
2021-07-25,Kansas,61028084
2021-08-01,Kansas,60808014
2021-08-08,Kansas,61015142
2021-08-15,Kansas,61587649
2021-08-22,Kansas,60003063
2021-08-29,Kansas,60315652
2021-09-05,Kansas,61220164
2021-09-12,Kansas,58019746
2021-09-19,Kansas,58620693
2021-09-26,Kansas,57965250
2021-10-03,Kansas,82900044
2021-10-10,Kansas,84206741
2021-10-17,Kansas,81123034
2021-10-24,Kansas,79347468
2021-10-31,Kansas,78863272
2021-11-07,Kansas,79954985
2021-11-14,Kansas,80314797
2021-11-21,Kansas,82999329
2021-11-28,Kansas,78440980
2021-12-05,Kansas,78480381
2021-12-12,Kansas,80608216
2021-12-19,Kansas,84460876
2021-12-26,Kansas,83443647
2022-01-02,Kansas,79504173
2022-01-09,Kansas,76822109
2022-01-16,Kansas,78883181
2022-01-23,Kansas,75806888
2022-01-30,Kansas,78220590
2022-02-06,Kansas,78785428
2022-02-13,Kansas,79062421
2022-02-20,Kansas,75767595
2022-02-27,Kansas,80457892
2022-03-06,Kansas,83339037
2022-03-13,Kansas,81663312
2022-03-20,Kansas,83082913
2022-03-27,Kansas,82019286
2022-04-03,Kansas,86725019
2022-04-10,Kansas,86064766
2022-04-17,Kansas,87097621
2022-04-24,Kansas,83057568
2022-05-01,Kansas,86997853
2022-05-08,Kansas,86153843
2022-05-15,Kansas,90747539
2022-05-22,Kansas,87205384
2022-05-29,Kansas,88373730
2022-06-05,Kansas,90128642
2022-06-12,Kansas,92872869
2022-06-19,Kansas,95907245
2022-06-26,Kansas,92862803
2022-07-03,Kansas,97005014
2022-07-10,Kansas,92985889
2022-07-17,Kansas,92242837
2022-07-24,Kansas,91465019
2022-07-31,Kansas,90742378
2022-08-07,Kansas,93112554
2022-08-14,Kansas,92208149
2022-08-21,Kansas,88534643
2022-08-28,Kansas,89760228
2022-09-04,Kansas,93015446
2022-09-11,Kansas,90032274
2022-09-18,Kansas,89581306
2022-09-25,Kansas,87433217
2022-10-02,Kansas,87253392
2022-10-09,Kansas,88764637
2022-10-16,Kansas,85774103
2022-10-23,Kansas,84007160
2022-10-30,Kansas,83002733
2022-11-06,Kansas,84389780
2022-11-13,Kansas,83975554
2022-11-20,Kansas,85163591
2022-11-27,Kansas,86453163
2022-12-04,Kansas,82078819
2022-12-11,Kansas,84610185
2022-12-18,Kansas,87682837
2022-12-25,Kansas,91741790
2023-01-01,Kansas,82286821
2023-01-08,Kansas,80180821
2023-01-15,Kansas,81402484
2023-01-22,Kansas,79711319
2023-01-29,Kansas,82211005
2023-02-05,Kansas,82693189
2023-02-12,Kansas,85796601
2023-02-19,Kansas,82138038
2023-02-26,Kansas,84463677
2023-03-05,Kansas,90385105
2023-03-12,Kansas,93010721
2023-03-19,Kansas,92039959
2023-03-26,Kansas,84923537
2023-04-02,Kansas,88919304
2023-04-09,Kansas,94272251
2023-04-16,Kansas,92228322
2023-04-23,Kansas,91618567
2023-04-30,Kansas,93432681
2023-05-07,Kansas,94692553
2019-10-06,Kentucky,106008269
2019-10-13,Kentucky,98289687
2019-10-20,Kentucky,94431653
2019-10-27,Kentucky,91910509
2019-11-03,Kentucky,92866945
2019-11-10,Kentucky,92808301
2019-11-17,Kentucky,92285214
2019-11-24,Kentucky,95351247
2019-12-01,Kentucky,91340443
2019-12-08,Kentucky,92458439
2019-12-15,Kentucky,92535178
2019-12-22,Kentucky,97877583
2019-12-29,Kentucky,92581515
2020-01-05,Kentucky,91668507
2020-01-12,Kentucky,91660185
2020-01-19,Kentucky,89904459
2020-01-26,Kentucky,87337779
2020-02-02,Kentucky,90383282
2020-02-09,Kentucky,90103077
2020-02-16,Kentucky,88680140
2020-02-23,Kentucky,89359545
2020-03-01,Kentucky,96896523
2020-03-08,Kentucky,98146652
2020-03-15,Kentucky,108537873
2020-03-22,Kentucky,106471733
2020-03-29,Kentucky,93433676
2020-04-05,Kentucky,98418689
2020-04-12,Kentucky,101853088
2020-04-19,Kentucky,99475279
2020-04-26,Kentucky,98793976
2020-05-03,Kentucky,105113498
2020-05-10,Kentucky,105641997
2020-05-17,Kentucky,105373534
2020-05-24,Kentucky,111736558
2020-05-31,Kentucky,108405879
2020-06-07,Kentucky,112052844
2020-06-14,Kentucky,110489789
2020-06-21,Kentucky,108919624
2020-06-28,Kentucky,109608395
2020-07-05,Kentucky,118344909
2020-07-12,Kentucky,111351523
2020-07-19,Kentucky,110998494
2020-07-26,Kentucky,107452067
2020-08-02,Kentucky,108364954
2020-08-09,Kentucky,110548963
2020-08-16,Kentucky,110780991
2020-08-23,Kentucky,107156718
2020-08-30,Kentucky,106359011
2020-09-06,Kentucky,108898997
2020-09-13,Kentucky,108814338
2020-09-20,Kentucky,106393444
2020-09-27,Kentucky,102811444
2020-10-04,Kentucky,105812853
2020-10-11,Kentucky,101261775
2020-10-18,Kentucky,100459116
2020-10-25,Kentucky,99021954
2020-11-01,Kentucky,97721872
2020-11-08,Kentucky,99884015
2020-11-15,Kentucky,101550362
2020-11-22,Kentucky,103523877
2020-11-29,Kentucky,98671875
2020-12-06,Kentucky,96239479
2020-12-13,Kentucky,98495215
2020-12-20,Kentucky,100865902
2020-12-27,Kentucky,99073802
2021-01-03,Kentucky,97850319
2021-01-10,Kentucky,97469454
2021-01-17,Kentucky,99316228
2021-01-24,Kentucky,95310488
2021-01-31,Kentucky,96229501
2021-02-07,Kentucky,98295922
2021-02-14,Kentucky,97978469
2021-02-21,Kentucky,92934125
2021-02-28,Kentucky,99976449
2021-03-07,Kentucky,105832542
2021-03-14,Kentucky,116409590
2021-03-21,Kentucky,115326865
2021-03-28,Kentucky,103167420
2021-04-04,Kentucky,108849186
2021-04-11,Kentucky,110300930
2021-04-18,Kentucky,107204172
2021-04-25,Kentucky,107620403
2021-05-02,Kentucky,112421502
2021-05-09,Kentucky,112626698
2021-05-16,Kentucky,111966687
2021-05-23,Kentucky,118306199
2021-05-30,Kentucky,119293343
2021-06-06,Kentucky,118342925
2021-06-13,Kentucky,120608753
2021-06-20,Kentucky,123091896
2021-06-27,Kentucky,117190358
2021-07-04,Kentucky,125646304
2021-07-11,Kentucky,118579601
2021-07-18,Kentucky,117990161
2021-07-25,Kentucky,118148968
2021-08-01,Kentucky,117300344
2021-08-08,Kentucky,119557385
2021-08-15,Kentucky,120277717
2021-08-22,Kentucky,117423059
2021-08-29,Kentucky,120550385
2021-09-05,Kentucky,119446257
2021-09-12,Kentucky,115777033
2021-09-19,Kentucky,115075277
2021-09-26,Kentucky,109298752
2021-10-03,Kentucky,163410999
2021-10-10,Kentucky,160624310
2021-10-17,Kentucky,158469038
2021-10-24,Kentucky,154857048
2021-10-31,Kentucky,152099528
2021-11-07,Kentucky,154353903
2021-11-14,Kentucky,157931326
2021-11-21,Kentucky,162353803
2021-11-28,Kentucky,149030290
2021-12-05,Kentucky,150843600
2021-12-12,Kentucky,153606722
2021-12-19,Kentucky,160380710
2021-12-26,Kentucky,154868195
2022-01-02,Kentucky,150002540
2022-01-09,Kentucky,150103193
2022-01-16,Kentucky,156262856
2022-01-23,Kentucky,144556709
2022-01-30,Kentucky,147313253
2022-02-06,Kentucky,153560694
2022-02-13,Kentucky,152843859
2022-02-20,Kentucky,145625624
2022-02-27,Kentucky,156479216
2022-03-06,Kentucky,160721353
2022-03-13,Kentucky,161981216
2022-03-20,Kentucky,163477369
2022-03-27,Kentucky,164099533
2022-04-03,Kentucky,166881514
2022-04-10,Kentucky,167126414
2022-04-17,Kentucky,169953128
2022-04-24,Kentucky,164162639
2022-05-01,Kentucky,171664151
2022-05-08,Kentucky,170241063
2022-05-15,Kentucky,172918709
2022-05-22,Kentucky,180195378
2022-05-29,Kentucky,175426519
2022-06-05,Kentucky,175125576
2022-06-12,Kentucky,173551981
2022-06-19,Kentucky,181679225
2022-06-26,Kentucky,178023500
2022-07-03,Kentucky,188779241
2022-07-10,Kentucky,177231551
2022-07-17,Kentucky,176803762
2022-07-24,Kentucky,175521543
2022-07-31,Kentucky,176939927
2022-08-07,Kentucky,182657159
2022-08-14,Kentucky,182433637
2022-08-21,Kentucky,178715627
2022-08-28,Kentucky,180785746
2022-09-04,Kentucky,183658226
2022-09-11,Kentucky,177213325
2022-09-18,Kentucky,176248303
2022-09-25,Kentucky,175430228
2022-10-02,Kentucky,176005999
2022-10-09,Kentucky,169675964
2022-10-16,Kentucky,169028833
2022-10-23,Kentucky,164783227
2022-10-30,Kentucky,161908388
2022-11-06,Kentucky,163543172
2022-11-13,Kentucky,164839821
2022-11-20,Kentucky,165319823
2022-11-27,Kentucky,163202264
2022-12-04,Kentucky,156960935
2022-12-11,Kentucky,159951955
2022-12-18,Kentucky,167654027
2022-12-25,Kentucky,171908926
2023-01-01,Kentucky,154450235
2023-01-08,Kentucky,155431103
2023-01-15,Kentucky,159888962
2023-01-22,Kentucky,151381165
2023-01-29,Kentucky,152849459
2023-02-05,Kentucky,159539414
2023-02-12,Kentucky,161038287
2023-02-19,Kentucky,162073335
2023-02-26,Kentucky,163522695
2023-03-05,Kentucky,172605245
2023-03-12,Kentucky,182420654
2023-03-19,Kentucky,176332061
2023-03-26,Kentucky,163351236
2023-04-02,Kentucky,169379033
2023-04-09,Kentucky,173760111
2023-04-16,Kentucky,174619209
2023-04-23,Kentucky,175063639
2023-04-30,Kentucky,177480411
2023-05-07,Kentucky,182477460
2019-10-06,Louisiana,110909955
2019-10-13,Louisiana,109354747
2019-10-20,Louisiana,100499699
2019-10-27,Louisiana,94643764
2019-11-03,Louisiana,98130561
2019-11-10,Louisiana,99092392
2019-11-17,Louisiana,97123839
2019-11-24,Louisiana,98028446
2019-12-01,Louisiana,94697655
2019-12-08,Louisiana,96719430
2019-12-15,Louisiana,96959218
2019-12-22,Louisiana,100853710
2019-12-29,Louisiana,90497589
2020-01-05,Louisiana,89999954
2020-01-12,Louisiana,95317538
2020-01-19,Louisiana,93011764
2020-01-26,Louisiana,88883700
2020-02-02,Louisiana,93133151
2020-02-09,Louisiana,94376733
2020-02-16,Louisiana,94246834
2020-02-23,Louisiana,92767325
2020-03-01,Louisiana,100284982
2020-03-08,Louisiana,104279827
2020-03-15,Louisiana,121196145
2020-03-22,Louisiana,111529227
2020-03-29,Louisiana,97224312
2020-04-05,Louisiana,102909681
2020-04-12,Louisiana,102756057
2020-04-19,Louisiana,102183591
2020-04-26,Louisiana,102360002
2020-05-03,Louisiana,109850443
2020-05-10,Louisiana,110854351
2020-05-17,Louisiana,109640846
2020-05-24,Louisiana,114631357
2020-05-31,Louisiana,109870801
2020-06-07,Louisiana,117541818
2020-06-14,Louisiana,113522143
2020-06-21,Louisiana,115258588
2020-06-28,Louisiana,107808978
2020-07-05,Louisiana,120137016
2020-07-12,Louisiana,120242882
2020-07-19,Louisiana,107757841
2020-07-26,Louisiana,105961502
2020-08-02,Louisiana,109735019
2020-08-09,Louisiana,119096376
2020-08-16,Louisiana,117135983
2020-08-23,Louisiana,117579801
2020-08-30,Louisiana,113353059
2020-09-06,Louisiana,123030206
2020-09-13,Louisiana,116867036
2020-09-20,Louisiana,110526069
2020-09-27,Louisiana,106003069
2020-10-04,Louisiana,117294523
2020-10-11,Louisiana,113938298
2020-10-18,Louisiana,104986484
2020-10-25,Louisiana,103272852
2020-11-01,Louisiana,104994962
2020-11-08,Louisiana,107041449
2020-11-15,Louisiana,103533351
